"","ostreatus1 Last (mV)","ostreatus2 Last (mV)","pleurotus1 Last (mV)","pleurotus2 Last (mV)"
"1674657803.224","4.01","6.85","7.81","4.63"
"1674657803.284","4.00","6.91","7.81","4.61"
"1674657803.344","3.99","6.89","7.79","4.56"
"1674657803.404","3.99","6.87","7.78","4.50"
"1674657803.464","3.98","6.86","7.76","4.45"
"1674657803.524","3.98","6.84","7.75","4.39"
"1674657803.584","3.98","6.81","7.74","4.46"
"1674657803.644","3.99","6.77","7.73","4.53"
"1674657803.704","4.00","6.74","7.73","4.59"
"1674657803.764","4.00","6.71","7.72","4.66"
"1674657803.824","4.01","6.67","7.71","4.73"
"1674657803.884","4.00","6.72","7.72","4.65"
"1674657803.944","3.98","6.77","7.73","4.58"
"1674657804.004","3.97","6.83","7.74","4.50"
"1674657804.064","3.95","6.88","7.74","4.42"
"1674657804.124","3.96","6.84","7.75","4.43"
"1674657804.184","3.96","6.80","7.76","4.43"
"1674657804.244","3.97","6.77","7.77","4.43"
"1674657804.304","3.97","6.73","7.77","4.44"
"1674657804.364","3.98","6.70","7.76","4.54"
"1674657804.424","3.98","6.67","7.75","4.64"
"1674657804.484","3.98","6.65","7.74","4.74"
"1674657804.544","3.98","6.62","7.73","4.84"
"1674657804.604","3.98","6.66","7.75","4.75"
"1674657804.664","3.97","6.70","7.77","4.65"
"1674657804.724","3.97","6.74","7.78","4.56"
"1674657804.784","3.96","6.77","7.80","4.47"
"1674657804.844","3.96","6.81","7.82","4.38"
"1674657804.904","3.97","6.75","7.82","4.41"
"1674657804.964","3.98","6.69","7.82","4.44"
"1674657805.024","3.99","6.63","7.83","4.47"
"1674657805.084","4.00","6.57","7.83","4.51"
"1674657805.144","3.99","6.60","7.81","4.57"
"1674657805.204","3.98","6.63","7.79","4.64"
"1674657805.264","3.97","6.67","7.77","4.71"
"1674657805.324","3.96","6.70","7.75","4.77"
"1674657805.384","3.96","6.71","7.78","4.65"
"1674657805.444","3.96","6.72","7.81","4.53"
"1674657805.504","3.97","6.74","7.84","4.41"
"1674657805.564","3.97","6.75","7.87","4.29"
"1674657805.624","3.98","6.70","7.85","4.34"
"1674657805.684","3.99","6.65","7.83","4.39"
"1674657805.744","4.01","6.60","7.81","4.45"
"1674657805.804","4.02","6.55","7.79","4.50"
"1674657805.864","3.99","6.55","7.79","4.53"
"1674657805.924","3.97","6.56","7.78","4.56"
"1674657805.984","3.94","6.57","7.78","4.59"
"1674657806.044","3.92","6.58","7.78","4.62"
"1674657806.104","3.91","6.61","7.80","4.53"
"1674657806.164","3.91","6.65","7.82","4.43"
"1674657806.224","3.90","6.69","7.84","4.34"
"1674657806.284","3.89","6.72","7.87","4.24"
"1674657806.344","3.91","6.68","7.85","4.33"
"1674657806.404","3.92","6.63","7.83","4.41"
"1674657806.464","3.94","6.58","7.80","4.49"
"1674657806.524","3.95","6.54","7.78","4.57"
"1674657806.584","3.91","6.75","7.79","4.43"
"1674657806.644","3.91","6.74","7.79","4.39"
"1674657806.704","3.91","6.74","7.80","4.35"
"1674657806.764","3.91","6.73","7.80","4.31"
"1674657806.824","3.91","6.72","7.80","4.27"
"1674657806.884","3.93","6.70","7.78","4.37"
"1674657806.944","3.94","6.68","7.76","4.48"
"1674657807.004","3.96","6.66","7.74","4.58"
"1674657807.064","3.97","6.65","7.72","4.68"
"1674657807.124","3.97","6.64","7.72","4.61"
"1674657807.184","3.96","6.63","7.73","4.54"
"1674657807.244","3.95","6.62","7.73","4.47"
"1674657807.304","3.94","6.62","7.74","4.40"
"1674657807.364","3.94","6.66","7.76","4.38"
"1674657807.424","3.95","6.70","7.78","4.35"
"1674657807.484","3.95","6.75","7.81","4.32"
"1674657807.544","3.95","6.79","7.83","4.30"
"1674657807.604","3.96","6.79","7.81","4.37"
"1674657807.664","3.97","6.78","7.80","4.45"
"1674657807.724","3.98","6.78","7.79","4.53"
"1674657807.784","3.99","6.77","7.77","4.61"
"1674657807.844","4.00","6.77","7.76","4.68"
"1674657807.904","4.00","6.79","7.77","4.62"
"1674657807.964","4.00","6.82","7.78","4.56"
"1674657808.024","4.00","6.85","7.79","4.50"
"1674657808.084","4.00","6.87","7.80","4.44"
"1674657808.144","4.00","6.85","7.78","4.41"
"1674657808.204","3.99","6.82","7.77","4.38"
"1674657808.264","3.98","6.80","7.76","4.35"
"1674657808.324","3.98","6.77","7.75","4.32"
"1674657808.384","3.99","6.76","7.73","4.41"
"1674657808.444","4.00","6.75","7.72","4.50"
"1674657808.504","4.01","6.74","7.70","4.60"
"1674657808.564","4.01","6.73","7.69","4.69"
"1674657808.624","4.00","6.78","7.70","4.59"
"1674657808.684","3.99","6.83","7.71","4.50"
"1674657808.744","3.98","6.87","7.72","4.40"
"1674657808.804","3.96","6.92","7.74","4.31"
"1674657808.864","3.97","6.86","7.74","4.30"
"1674657808.924","3.98","6.79","7.75","4.29"
"1674657808.984","3.98","6.72","7.76","4.28"
"1674657809.044","3.99","6.66","7.76","4.27"
"1674657809.104","3.99","6.66","7.75","4.34"
"1674657809.164","3.99","6.67","7.74","4.42"
"1674657809.224","3.99","6.68","7.73","4.49"
"1674657809.284","3.99","6.68","7.72","4.56"
"1674657809.344","3.98","6.71","7.74","4.44"
"1674657809.404","3.97","6.74","7.76","4.33"
"1674657809.464","3.96","6.76","7.78","4.22"
"1674657809.524","3.95","6.79","7.80","4.10"
"1674657809.584","3.97","6.75","7.79","4.16"
"1674657809.644","3.98","6.71","7.79","4.21"
"1674657809.704","4.00","6.67","7.79","4.27"
"1674657809.764","4.02","6.63","7.78","4.32"
"1674657809.824","4.04","6.59","7.78","4.38"
"1674657809.884","4.03","6.63","7.77","4.44"
"1674657809.944","4.03","6.67","7.77","4.50"
"1674657810.004","4.02","6.71","7.76","4.56"
"1674657810.064","4.01","6.75","7.76","4.62"
"1674657810.124","4.00","6.76","7.77","4.52"
"1674657810.184","3.98","6.76","7.79","4.43"
"1674657810.244","3.97","6.77","7.80","4.34"
"1674657810.304","3.96","6.78","7.82","4.25"
"1674657810.364","3.96","6.73","7.81","4.33"
"1674657810.424","3.97","6.69","7.80","4.42"
"1674657810.484","3.98","6.64","7.79","4.50"
"1674657810.544","3.99","6.60","7.78","4.59"
"1674657810.604","3.99","6.59","7.80","4.58"
"1674657810.664","3.99","6.58","7.81","4.57"
"1674657810.724","3.99","6.58","7.83","4.55"
"1674657810.784","3.99","6.57","7.84","4.54"
"1674657810.844","3.99","6.56","7.86","4.53"
"1674657810.904","3.97","6.54","7.86","4.48"
"1674657810.964","3.95","6.52","7.87","4.42"
"1674657811.024","3.94","6.50","7.88","4.37"
"1674657811.084","3.92","6.48","7.88","4.31"
"1674657811.144","3.93","6.52","7.85","4.41"
"1674657811.204","3.94","6.57","7.82","4.51"
"1674657811.264","3.95","6.61","7.79","4.61"
"1674657811.324","3.96","6.66","7.76","4.71"
"1674657811.384","3.94","6.71","7.78","4.62"
"1674657811.444","3.93","6.76","7.80","4.53"
"1674657811.504","3.91","6.81","7.82","4.43"
"1674657811.564","3.90","6.86","7.83","4.34"
"1674657811.624","3.90","6.83","7.83","4.33"
"1674657811.684","3.91","6.80","7.83","4.33"
"1674657811.744","3.91","6.77","7.83","4.33"
"1674657811.804","3.92","6.74","7.83","4.32"
"1674657811.864","3.92","6.75","7.81","4.41"
"1674657811.924","3.93","6.76","7.79","4.50"
"1674657811.984","3.93","6.76","7.77","4.59"
"1674657812.044","3.94","6.77","7.75","4.68"
"1674657812.104","3.93","6.80","7.77","4.56"
"1674657812.164","3.92","6.84","7.79","4.43"
"1674657812.224","3.91","6.87","7.80","4.30"
"1674657812.284","3.90","6.90","7.82","4.18"
"1674657812.344","3.92","6.86","7.82","4.23"
"1674657812.404","3.94","6.82","7.82","4.28"
"1674657812.464","3.95","6.78","7.82","4.33"
"1674657812.524","3.97","6.74","7.82","4.39"
"1674657812.584","3.96","6.73","7.80","4.45"
"1674657812.644","3.96","6.72","7.78","4.51"
"1674657812.704","3.96","6.71","7.76","4.57"
"1674657812.764","3.95","6.69","7.74","4.63"
"1674657812.824","3.95","6.68","7.72","4.69"
"1674657812.884","3.95","6.68","7.74","4.59"
"1674657812.944","3.95","6.68","7.76","4.48"
"1674657813.004","3.95","6.68","7.78","4.38"
"1674657813.064","3.95","6.68","7.80","4.28"
"1674657813.124","3.96","6.64","7.79","4.36"
"1674657813.184","3.98","6.59","7.78","4.44"
"1674657813.244","3.99","6.55","7.78","4.52"
"1674657813.304","4.01","6.51","7.77","4.60"
"1674657813.364","4.00","6.60","7.75","4.63"
"1674657813.424","3.99","6.69","7.74","4.66"
"1674657813.484","3.99","6.78","7.72","4.68"
"1674657813.544","3.98","6.87","7.71","4.71"
"1674657813.604","3.95","6.76","7.76","4.40"
"1674657813.664","3.97","6.71","7.75","4.48"
"1674657813.724","3.98","6.66","7.75","4.55"
"1674657813.784","4.00","6.61","7.75","4.63"
"1674657813.844","4.02","6.56","7.75","4.71"
"1674657813.904","4.01","6.62","7.75","4.69"
"1674657813.964","3.99","6.67","7.76","4.67"
"1674657814.024","3.98","6.72","7.76","4.64"
"1674657814.084","3.97","6.78","7.77","4.62"
"1674657814.144","3.96","6.77","7.78","4.57"
"1674657814.204","3.95","6.76","7.79","4.52"
"1674657814.264","3.94","6.75","7.80","4.47"
"1674657814.324","3.93","6.74","7.81","4.42"
"1674657814.384","3.94","6.75","7.79","4.51"
"1674657814.444","3.95","6.75","7.77","4.60"
"1674657814.504","3.96","6.76","7.75","4.69"
"1674657814.564","3.97","6.77","7.73","4.78"
"1674657814.624","3.96","6.81","7.75","4.69"
"1674657814.684","3.96","6.84","7.77","4.59"
"1674657814.744","3.96","6.88","7.79","4.50"
"1674657814.804","3.95","6.92","7.81","4.40"
"1674657814.864","3.96","6.87","7.81","4.38"
"1674657814.924","3.97","6.82","7.81","4.35"
"1674657814.984","3.97","6.77","7.82","4.33"
"1674657815.044","3.98","6.72","7.82","4.30"
"1674657815.104","3.97","6.71","7.80","4.41"
"1674657815.164","3.96","6.69","7.79","4.51"
"1674657815.224","3.95","6.68","7.78","4.61"
"1674657815.284","3.94","6.66","7.76","4.72"
"1674657815.344","3.93","6.66","7.78","4.65"
"1674657815.404","3.91","6.66","7.79","4.58"
"1674657815.464","3.90","6.66","7.80","4.51"
"1674657815.524","3.89","6.66","7.82","4.44"
"1674657815.584","3.89","6.63","7.82","4.43"
"1674657815.644","3.90","6.60","7.83","4.43"
"1674657815.704","3.90","6.56","7.83","4.43"
"1674657815.764","3.90","6.53","7.84","4.42"
"1674657815.824","3.91","6.50","7.84","4.42"
"1674657815.884","3.91","6.54","7.82","4.52"
"1674657815.944","3.92","6.58","7.80","4.63"
"1674657816.004","3.93","6.63","7.78","4.74"
"1674657816.064","3.94","6.67","7.76","4.85"
"1674657816.124","3.93","6.64","7.79","4.74"
"1674657816.184","3.93","6.61","7.82","4.64"
"1674657816.244","3.92","6.59","7.85","4.54"
"1674657816.304","3.92","6.56","7.87","4.43"
"1674657816.364","3.92","6.60","7.86","4.46"
"1674657816.424","3.92","6.63","7.85","4.48"
"1674657816.484","3.92","6.67","7.83","4.51"
"1674657816.544","3.93","6.71","7.82","4.53"
"1674657816.604","3.92","6.73","7.81","4.59"
"1674657816.664","3.92","6.76","7.80","4.66"
"1674657816.724","3.92","6.78","7.79","4.73"
"1674657816.784","3.92","6.81","7.77","4.79"
"1674657816.844","3.92","6.84","7.76","4.86"
"1674657816.904","3.91","6.79","7.78","4.74"
"1674657816.964","3.90","6.74","7.80","4.62"
"1674657817.024","3.89","6.70","7.81","4.49"
"1674657817.084","3.88","6.65","7.83","4.37"
"1674657817.144","3.89","6.64","7.82","4.42"
"1674657817.204","3.91","6.62","7.82","4.47"
"1674657817.264","3.92","6.60","7.81","4.53"
"1674657817.324","3.93","6.59","7.80","4.58"
"1674657817.384","3.93","6.64","7.79","4.62"
"1674657817.444","3.93","6.68","7.77","4.65"
"1674657817.504","3.93","6.73","7.76","4.69"
"1674657817.564","3.93","6.78","7.74","4.73"
"1674657817.624","3.92","6.79","7.75","4.63"
"1674657817.684","3.92","6.80","7.76","4.54"
"1674657817.744","3.91","6.80","7.76","4.44"
"1674657817.804","3.90","6.81","7.77","4.34"
"1674657817.864","3.91","6.75","7.76","4.42"
"1674657817.924","3.92","6.69","7.76","4.50"
"1674657817.984","3.93","6.63","7.75","4.58"
"1674657818.044","3.94","6.57","7.74","4.66"
"1674657818.104","3.94","6.67","7.74","4.64"
"1674657818.164","3.94","6.78","7.73","4.62"
"1674657818.224","3.93","6.88","7.72","4.60"
"1674657818.284","3.93","6.98","7.72","4.58"
"1674657818.344","3.93","6.93","7.72","4.54"
"1674657818.404","3.92","6.88","7.72","4.50"
"1674657818.464","3.92","6.83","7.72","4.47"
"1674657818.524","3.92","6.78","7.73","4.43"
"1674657818.584","3.93","6.79","7.72","4.50"
"1674657818.644","3.95","6.80","7.71","4.58"
"1674657818.704","3.96","6.81","7.70","4.65"
"1674657818.764","3.97","6.82","7.69","4.72"
"1674657818.824","3.98","6.83","7.68","4.80"
"1674657818.884","3.97","6.89","7.68","4.72"
"1674657818.944","3.96","6.94","7.69","4.64"
"1674657819.004","3.95","7.00","7.70","4.56"
"1674657819.064","3.94","7.06","7.71","4.48"
"1674657819.124","3.95","7.02","7.71","4.48"
"1674657819.184","3.95","6.99","7.72","4.48"
"1674657819.244","3.96","6.96","7.73","4.48"
"1674657819.304","3.97","6.92","7.73","4.49"
"1674657819.364","3.98","6.92","7.73","4.58"
"1674657819.424","3.99","6.91","7.73","4.67"
"1674657819.484","4.00","6.91","7.73","4.76"
"1674657819.544","4.01","6.90","7.73","4.85"
"1674657819.604","4.00","6.90","7.73","4.78"
"1674657819.664","3.98","6.90","7.74","4.70"
"1674657819.724","3.96","6.90","7.74","4.62"
"1674657819.784","3.95","6.91","7.75","4.54"
"1674657819.844","3.93","6.91","7.76","4.47"
"1674657819.904","3.94","6.87","7.78","4.48"
"1674657819.964","3.94","6.83","7.80","4.49"
"1674657820.024","3.94","6.80","7.83","4.50"
"1674657820.084","3.94","6.76","7.85","4.50"
"1674657820.144","3.96","6.77","7.81","4.59"
"1674657820.204","3.98","6.78","7.78","4.68"
"1674657820.264","4.00","6.78","7.75","4.77"
"1674657820.324","4.01","6.79","7.71","4.86"
"1674657820.384","4.00","6.81","7.73","4.73"
"1674657820.444","3.99","6.83","7.75","4.60"
"1674657820.504","3.98","6.86","7.76","4.47"
"1674657820.564","3.96","6.88","7.78","4.34"
"1674657820.624","3.97","6.71","7.78","4.62"
"1674657820.684","3.96","6.74","7.77","4.70"
"1674657820.744","3.95","6.76","7.76","4.79"
"1674657820.804","3.94","6.79","7.75","4.87"
"1674657820.864","3.92","6.82","7.76","4.74"
"1674657820.924","3.90","6.85","7.77","4.62"
"1674657820.984","3.88","6.87","7.79","4.49"
"1674657821.044","3.86","6.90","7.80","4.36"
"1674657821.104","3.87","6.86","7.80","4.39"
"1674657821.164","3.88","6.82","7.81","4.41"
"1674657821.224","3.89","6.77","7.81","4.44"
"1674657821.284","3.90","6.73","7.81","4.47"
"1674657821.344","3.90","6.67","7.81","4.55"
"1674657821.404","3.91","6.62","7.80","4.64"
"1674657821.464","3.91","6.56","7.80","4.73"
"1674657821.524","3.92","6.51","7.79","4.81"
"1674657821.584","3.92","6.54","7.80","4.73"
"1674657821.644","3.91","6.58","7.81","4.64"
"1674657821.704","3.91","6.61","7.81","4.56"
"1674657821.764","3.91","6.65","7.82","4.48"
"1674657821.824","3.91","6.68","7.83","4.39"
"1674657821.884","3.92","6.64","7.83","4.40"
"1674657821.944","3.93","6.60","7.83","4.41"
"1674657822.004","3.94","6.55","7.83","4.41"
"1674657822.064","3.95","6.51","7.83","4.42"
"1674657822.124","3.94","6.52","7.81","4.52"
"1674657822.184","3.94","6.53","7.80","4.62"
"1674657822.244","3.93","6.53","7.78","4.71"
"1674657822.304","3.92","6.54","7.76","4.81"
"1674657822.364","3.93","6.60","7.78","4.69"
"1674657822.424","3.93","6.66","7.79","4.57"
"1674657822.484","3.93","6.71","7.80","4.45"
"1674657822.544","3.93","6.77","7.82","4.33"
"1674657822.604","3.93","6.73","7.81","4.37"
"1674657822.664","3.93","6.68","7.80","4.41"
"1674657822.724","3.94","6.63","7.79","4.44"
"1674657822.784","3.94","6.59","7.78","4.48"
"1674657822.844","3.94","6.54","7.78","4.52"
"1674657822.904","3.94","6.60","7.76","4.59"
"1674657822.964","3.94","6.66","7.75","4.65"
"1674657823.024","3.94","6.72","7.73","4.72"
"1674657823.084","3.94","6.78","7.72","4.78"
"1674657823.144","3.94","6.78","7.74","4.66"
"1674657823.204","3.93","6.78","7.76","4.54"
"1674657823.264","3.93","6.78","7.78","4.42"
"1674657823.324","3.93","6.78","7.80","4.29"
"1674657823.384","3.94","6.73","7.78","4.36"
"1674657823.444","3.96","6.69","7.77","4.43"
"1674657823.504","3.97","6.65","7.75","4.50"
"1674657823.564","3.99","6.60","7.74","4.57"
"1674657823.624","3.98","6.70","7.73","4.59"
"1674657823.684","3.97","6.79","7.72","4.61"
"1674657823.744","3.97","6.89","7.71","4.62"
"1674657823.804","3.96","6.98","7.70","4.64"
"1674657823.864","3.95","6.94","7.73","4.55"
"1674657823.924","3.95","6.90","7.75","4.46"
"1674657823.984","3.94","6.86","7.77","4.37"
"1674657824.044","3.94","6.82","7.79","4.28"
"1674657824.104","3.95","6.77","7.79","4.37"
"1674657824.164","3.97","6.73","7.79","4.46"
"1674657824.224","3.98","6.68","7.79","4.55"
"1674657824.284","3.99","6.64","7.79","4.63"
"1674657824.344","4.00","6.70","7.80","4.61"
"1674657824.404","4.01","6.75","7.81","4.58"
"1674657824.464","4.02","6.81","7.82","4.56"
"1674657824.524","4.03","6.87","7.83","4.54"
"1674657824.584","4.01","6.85","7.83","4.51"
"1674657824.644","4.00","6.84","7.82","4.48"
"1674657824.704","3.99","6.82","7.82","4.46"
"1674657824.764","3.97","6.81","7.82","4.43"
"1674657824.824","3.96","6.80","7.82","4.40"
"1674657824.884","3.97","6.77","7.80","4.49"
"1674657824.944","3.98","6.74","7.78","4.57"
"1674657825.004","3.99","6.71","7.75","4.65"
"1674657825.064","3.99","6.69","7.73","4.74"
"1674657825.124","3.98","6.73","7.74","4.68"
"1674657825.184","3.97","6.78","7.75","4.62"
"1674657825.244","3.95","6.83","7.75","4.56"
"1674657825.304","3.94","6.87","7.76","4.51"
"1674657825.364","3.93","6.86","7.79","4.47"
"1674657825.424","3.93","6.84","7.82","4.43"
"1674657825.484","3.93","6.82","7.85","4.40"
"1674657825.544","3.93","6.80","7.88","4.36"
"1674657825.604","3.94","6.79","7.85","4.45"
"1674657825.664","3.96","6.77","7.82","4.53"
"1674657825.724","3.98","6.76","7.79","4.62"
"1674657825.784","3.99","6.74","7.76","4.70"
"1674657825.844","4.01","6.73","7.73","4.79"
"1674657825.904","4.00","6.72","7.77","4.67"
"1674657825.964","3.98","6.71","7.80","4.56"
"1674657826.024","3.97","6.70","7.84","4.44"
"1674657826.084","3.96","6.69","7.87","4.33"
"1674657826.144","3.95","6.70","7.85","4.34"
"1674657826.204","3.95","6.70","7.84","4.35"
"1674657826.264","3.94","6.71","7.82","4.36"
"1674657826.324","3.94","6.72","7.81","4.37"
"1674657826.384","3.93","6.72","7.81","4.44"
"1674657826.444","3.93","6.71","7.81","4.52"
"1674657826.504","3.93","6.71","7.81","4.59"
"1674657826.564","3.93","6.71","7.81","4.66"
"1674657826.624","3.95","6.57","7.86","4.23"
"1674657826.684","3.95","6.54","7.85","4.29"
"1674657826.744","3.95","6.50","7.85","4.34"
"1674657826.804","3.96","6.46","7.85","4.40"
"1674657826.864","3.95","6.49","7.83","4.47"
"1674657826.924","3.95","6.52","7.82","4.54"
"1674657826.984","3.94","6.54","7.80","4.61"
"1674657827.044","3.94","6.57","7.79","4.68"
"1674657827.104","3.94","6.59","7.80","4.58"
"1674657827.164","3.95","6.62","7.82","4.47"
"1674657827.224","3.95","6.64","7.83","4.37"
"1674657827.284","3.95","6.66","7.85","4.27"
"1674657827.344","3.96","6.62","7.83","4.35"
"1674657827.404","3.97","6.57","7.81","4.44"
"1674657827.464","3.97","6.52","7.79","4.52"
"1674657827.524","3.98","6.47","7.77","4.60"
"1674657827.584","3.97","6.52","7.77","4.61"
"1674657827.644","3.97","6.58","7.76","4.62"
"1674657827.704","3.96","6.64","7.75","4.62"
"1674657827.764","3.96","6.70","7.74","4.63"
"1674657827.824","3.95","6.75","7.74","4.64"
"1674657827.884","3.95","6.74","7.75","4.56"
"1674657827.944","3.96","6.73","7.77","4.47"
"1674657828.004","3.96","6.72","7.78","4.39"
"1674657828.064","3.96","6.71","7.80","4.31"
"1674657828.124","3.97","6.67","7.78","4.40"
"1674657828.184","3.98","6.64","7.75","4.49"
"1674657828.244","3.99","6.61","7.73","4.59"
"1674657828.304","4.01","6.58","7.71","4.68"
"1674657828.364","4.00","6.65","7.71","4.64"
"1674657828.424","3.98","6.71","7.71","4.60"
"1674657828.484","3.97","6.77","7.71","4.57"
