"","ostreatus1 Last (mV)","ostreatus2 Last (mV)","pleurotus1 Last (mV)","pleurotus2 Last (mV)"
"1674658461.904","3.53","6.92","7.63","3.92"
"1674658461.964","3.54","6.84","7.63","3.93"
"1674658462.024","3.55","6.77","7.63","3.95"
"1674658462.084","3.56","6.69","7.63","3.96"
"1674658462.144","3.56","6.69","7.61","4.05"
"1674658462.204","3.56","6.70","7.58","4.14"
"1674658462.264","3.56","6.70","7.56","4.22"
"1674658462.324","3.57","6.71","7.53","4.31"
"1674658462.384","3.56","6.74","7.54","4.20"
"1674658462.444","3.55","6.78","7.56","4.09"
"1674658462.504","3.54","6.82","7.57","3.98"
"1674658462.564","3.53","6.86","7.58","3.87"
"1674658462.624","3.54","6.81","7.60","3.88"
"1674658462.684","3.55","6.77","7.62","3.89"
"1674658462.744","3.56","6.72","7.63","3.90"
"1674658462.804","3.57","6.67","7.65","3.91"
"1674658462.864","3.59","6.68","7.63","4.02"
"1674658462.924","3.61","6.69","7.62","4.14"
"1674658462.984","3.63","6.70","7.60","4.26"
"1674658463.044","3.65","6.71","7.59","4.38"
"1674658463.104","3.62","6.78","7.60","4.27"
"1674658463.164","3.60","6.85","7.61","4.17"
"1674658463.224","3.57","6.93","7.63","4.07"
"1674658463.284","3.55","7.00","7.64","3.97"
"1674658463.344","3.56","6.96","7.65","3.98"
"1674658463.404","3.58","6.93","7.65","3.99"
"1674658463.464","3.60","6.89","7.66","4.01"
"1674658463.524","3.62","6.85","7.67","4.02"
"1674658463.584","3.62","6.83","7.65","4.10"
"1674658463.644","3.63","6.81","7.64","4.18"
"1674658463.704","3.63","6.80","7.63","4.26"
"1674658463.764","3.64","6.78","7.62","4.34"
"1674658463.824","3.64","6.76","7.60","4.42"
"1674658463.884","3.63","6.77","7.62","4.31"
"1674658463.944","3.62","6.78","7.64","4.20"
"1674658464.004","3.61","6.78","7.66","4.09"
"1674658464.064","3.60","6.79","7.67","3.98"
"1674658464.124","3.60","6.74","7.67","4.00"
"1674658464.184","3.60","6.69","7.68","4.02"
"1674658464.244","3.60","6.64","7.68","4.04"
"1674658464.304","3.60","6.60","7.68","4.06"
"1674658464.364","3.60","6.58","7.67","4.15"
"1674658464.424","3.60","6.57","7.65","4.24"
"1674658464.484","3.59","6.56","7.64","4.34"
"1674658464.544","3.59","6.55","7.63","4.43"
"1674658464.604","3.59","6.55","7.64","4.32"
"1674658464.664","3.58","6.55","7.65","4.22"
"1674658464.724","3.58","6.56","7.66","4.11"
"1674658464.784","3.57","6.56","7.67","4.00"
"1674658464.844","3.57","6.56","7.68","3.90"
"1674658464.904","3.57","6.52","7.68","3.94"
"1674658464.964","3.57","6.47","7.68","3.98"
"1674658465.024","3.57","6.42","7.67","4.02"
"1674658465.084","3.57","6.38","7.67","4.06"
"1674658465.144","3.57","6.44","7.66","4.11"
"1674658465.204","3.57","6.50","7.65","4.16"
"1674658465.264","3.57","6.56","7.64","4.21"
"1674658465.324","3.57","6.62","7.62","4.27"
"1674658465.384","3.57","6.59","7.63","4.16"
"1674658465.444","3.56","6.55","7.64","4.06"
"1674658465.504","3.56","6.52","7.65","3.96"
"1674658465.564","3.55","6.49","7.66","3.86"
"1674658465.624","3.57","6.44","7.64","3.95"
"1674658465.684","3.58","6.40","7.63","4.03"
"1674658465.744","3.59","6.36","7.62","4.12"
"1674658465.804","3.61","6.31","7.60","4.21"
"1674658465.864","3.60","6.40","7.59","4.20"
"1674658465.924","3.59","6.49","7.59","4.19"
"1674658465.984","3.58","6.58","7.58","4.18"
"1674658466.044","3.57","6.66","7.57","4.16"
"1674658466.104","3.57","6.66","7.58","4.10"
"1674658466.164","3.57","6.66","7.60","4.03"
"1674658466.224","3.57","6.65","7.61","3.97"
"1674658466.284","3.56","6.65","7.62","3.90"
"1674658466.344","3.58","6.63","7.61","3.99"
"1674658466.404","3.59","6.62","7.60","4.08"
"1674658466.464","3.60","6.60","7.58","4.17"
"1674658466.524","3.61","6.58","7.57","4.26"
"1674658466.584","3.60","6.66","7.58","4.22"
"1674658466.644","3.60","6.73","7.59","4.19"
"1674658466.704","3.59","6.81","7.59","4.16"
"1674658466.764","3.58","6.88","7.60","4.13"
"1674658466.824","3.57","6.96","7.61","4.10"
"1674658466.884","3.57","6.88","7.61","4.07"
"1674658466.944","3.57","6.81","7.62","4.03"
"1674658467.004","3.57","6.73","7.63","4.00"
"1674658467.064","3.57","6.66","7.64","3.97"
"1674658467.124","3.58","6.64","7.62","4.06"
"1674658467.184","3.59","6.61","7.61","4.15"
"1674658467.244","3.60","6.59","7.59","4.25"
"1674658467.304","3.61","6.57","7.58","4.34"
"1674658467.364","3.59","6.68","7.58","4.25"
"1674658467.424","3.58","6.78","7.58","4.17"
"1674658467.484","3.57","6.88","7.59","4.08"
"1674658467.544","3.56","6.98","7.59","4.00"
"1674658467.604","3.57","6.92","7.60","4.00"
"1674658467.664","3.57","6.86","7.61","4.00"
"1674658467.724","3.58","6.80","7.62","4.01"
"1674658467.784","3.58","6.73","7.63","4.01"
"1674658467.844","3.59","6.67","7.64","4.02"
"1674658467.904","3.59","6.68","7.62","4.12"
"1674658467.964","3.60","6.68","7.61","4.23"
"1674658468.024","3.60","6.69","7.60","4.33"
"1674658468.084","3.60","6.69","7.58","4.44"
"1674658468.144","3.59","6.75","7.59","4.32"
"1674658468.204","3.58","6.80","7.60","4.20"
"1674658468.264","3.57","6.85","7.61","4.08"
"1674658468.324","3.56","6.91","7.62","3.96"
"1674658468.384","3.57","6.84","7.61","4.00"
"1674658468.444","3.58","6.78","7.61","4.04"
"1674658468.504","3.59","6.71","7.61","4.09"
"1674658468.564","3.60","6.65","7.60","4.13"
"1674658468.624","3.57","6.80","7.59","4.30"
"1674658468.684","3.56","6.81","7.62","4.19"
"1674658468.744","3.55","6.82","7.65","4.07"
"1674658468.804","3.54","6.84","7.68","3.96"
"1674658468.864","3.57","6.77","7.68","4.00"
"1674658468.924","3.59","6.70","7.68","4.05"
"1674658468.984","3.62","6.62","7.68","4.10"
"1674658469.044","3.64","6.55","7.68","4.15"
"1674658469.104","3.63","6.57","7.67","4.20"
"1674658469.164","3.62","6.58","7.66","4.26"
"1674658469.224","3.61","6.59","7.65","4.32"
"1674658469.284","3.60","6.60","7.64","4.38"
"1674658469.344","3.59","6.62","7.65","4.26"
"1674658469.404","3.57","6.64","7.66","4.15"
"1674658469.464","3.56","6.66","7.67","4.03"
"1674658469.524","3.55","6.68","7.68","3.91"
"1674658469.584","3.56","6.63","7.68","3.96"
"1674658469.644","3.57","6.58","7.67","4.01"
"1674658469.704","3.57","6.53","7.66","4.05"
"1674658469.764","3.58","6.49","7.66","4.10"
"1674658469.824","3.59","6.44","7.65","4.14"
"1674658469.884","3.58","6.48","7.64","4.16"
"1674658469.944","3.57","6.52","7.64","4.17"
"1674658470.004","3.56","6.56","7.63","4.18"
"1674658470.064","3.54","6.60","7.62","4.19"
"1674658470.124","3.55","6.64","7.63","4.09"
"1674658470.184","3.55","6.67","7.63","3.99"
"1674658470.244","3.55","6.71","7.63","3.89"
"1674658470.304","3.56","6.74","7.64","3.79"
"1674658470.364","3.56","6.67","7.63","3.87"
"1674658470.424","3.57","6.60","7.61","3.94"
"1674658470.484","3.57","6.52","7.60","4.01"
"1674658470.544","3.58","6.45","7.59","4.09"
"1674658470.604","3.58","6.51","7.59","4.11"
"1674658470.664","3.58","6.56","7.58","4.12"
"1674658470.724","3.58","6.62","7.58","4.14"
"1674658470.784","3.59","6.67","7.57","4.16"
"1674658470.844","3.59","6.73","7.57","4.18"
"1674658470.904","3.58","6.75","7.57","4.10"
"1674658470.964","3.58","6.76","7.57","4.01"
"1674658471.024","3.57","6.78","7.58","3.93"
"1674658471.084","3.56","6.80","7.58","3.85"
"1674658471.144","3.57","6.73","7.57","3.92"
"1674658471.204","3.58","6.67","7.56","3.99"
"1674658471.264","3.60","6.61","7.55","4.06"
"1674658471.324","3.61","6.54","7.54","4.14"
"1674658471.384","3.60","6.59","7.54","4.17"
"1674658471.444","3.60","6.64","7.54","4.20"
"1674658471.504","3.59","6.69","7.53","4.23"
"1674658471.564","3.59","6.74","7.53","4.26"
"1674658471.624","3.58","6.75","7.54","4.18"
"1674658471.684","3.58","6.76","7.56","4.10"
"1674658471.744","3.58","6.77","7.57","4.02"
"1674658471.804","3.57","6.78","7.58","3.93"
"1674658471.864","3.59","6.75","7.58","4.02"
"1674658471.924","3.60","6.71","7.58","4.11"
"1674658471.984","3.61","6.67","7.58","4.20"
"1674658472.044","3.63","6.63","7.58","4.28"
"1674658472.104","3.63","6.69","7.59","4.25"
"1674658472.164","3.64","6.75","7.60","4.21"
"1674658472.224","3.64","6.81","7.61","4.17"
"1674658472.284","3.65","6.87","7.62","4.14"
"1674658472.344","3.64","6.85","7.62","4.10"
"1674658472.404","3.64","6.82","7.62","4.06"
"1674658472.464","3.64","6.80","7.62","4.02"
"1674658472.524","3.64","6.78","7.62","3.97"
"1674658472.584","3.63","6.75","7.60","4.05"
"1674658472.644","3.62","6.72","7.59","4.12"
"1674658472.704","3.62","6.70","7.57","4.20"
"1674658472.764","3.61","6.67","7.55","4.27"
"1674658472.824","3.60","6.64","7.53","4.35"
"1674658472.884","3.61","6.68","7.57","4.27"
"1674658472.944","3.61","6.73","7.60","4.19"
"1674658473.004","3.62","6.77","7.63","4.11"
"1674658473.064","3.62","6.81","7.66","4.03"
"1674658473.124","3.61","6.77","7.67","4.04"
"1674658473.184","3.59","6.73","7.67","4.04"
"1674658473.244","3.58","6.69","7.68","4.04"
"1674658473.304","3.56","6.66","7.69","4.05"
"1674658473.364","3.58","6.66","7.65","4.14"
"1674658473.424","3.59","6.67","7.61","4.23"
"1674658473.484","3.60","6.68","7.58","4.33"
"1674658473.544","3.62","6.69","7.54","4.42"
"1674658473.604","3.60","6.71","7.56","4.31"
"1674658473.664","3.58","6.73","7.57","4.21"
"1674658473.724","3.56","6.75","7.58","4.10"
"1674658473.784","3.54","6.77","7.60","4.00"
"1674658473.844","3.52","6.79","7.61","3.89"
"1674658473.904","3.54","6.75","7.61","3.95"
"1674658473.964","3.56","6.70","7.61","4.01"
"1674658474.024","3.58","6.65","7.60","4.07"
"1674658474.084","3.60","6.61","7.60","4.12"
"1674658474.144","3.59","6.57","7.59","4.18"
"1674658474.204","3.58","6.54","7.58","4.24"
"1674658474.264","3.57","6.50","7.57","4.29"
"1674658474.324","3.56","6.47","7.56","4.35"
"1674658474.384","3.55","6.48","7.58","4.25"
"1674658474.444","3.53","6.48","7.60","4.16"
"1674658474.504","3.52","6.49","7.62","4.07"
"1674658474.564","3.50","6.50","7.64","3.97"
"1674658474.624","3.56","6.69","7.56","4.27"
"1674658474.684","3.55","6.75","7.56","4.25"
"1674658474.744","3.54","6.81","7.56","4.23"
"1674658474.804","3.53","6.87","7.55","4.20"
"1674658474.864","3.53","6.87","7.55","4.16"
"1674658474.924","3.53","6.86","7.55","4.12"
"1674658474.984","3.53","6.85","7.56","4.08"
"1674658475.044","3.53","6.84","7.56","4.04"
"1674658475.104","3.54","6.77","7.54","4.13"
"1674658475.164","3.55","6.70","7.52","4.23"
"1674658475.224","3.56","6.63","7.51","4.32"
"1674658475.284","3.57","6.55","7.49","4.41"
"1674658475.344","3.56","6.58","7.51","4.32"
"1674658475.404","3.55","6.61","7.52","4.23"
"1674658475.464","3.54","6.65","7.54","4.13"
"1674658475.524","3.53","6.68","7.55","4.04"
"1674658475.584","3.54","6.68","7.55","4.04"
"1674658475.644","3.55","6.68","7.54","4.05"
"1674658475.704","3.55","6.68","7.54","4.06"
"1674658475.764","3.56","6.69","7.53","4.06"
"1674658475.824","3.57","6.69","7.53","4.07"
"1674658475.884","3.57","6.70","7.51","4.16"
"1674658475.944","3.58","6.71","7.49","4.25"
"1674658476.004","3.58","6.73","7.47","4.35"
"1674658476.064","3.59","6.74","7.45","4.44"
"1674658476.124","3.58","6.73","7.47","4.33"
"1674658476.184","3.57","6.73","7.49","4.21"
"1674658476.244","3.56","6.72","7.51","4.10"
"1674658476.304","3.55","6.71","7.53","3.99"
"1674658476.364","3.57","6.68","7.53","4.01"
"1674658476.424","3.58","6.65","7.54","4.03"
"1674658476.484","3.59","6.62","7.54","4.05"
"1674658476.544","3.60","6.59","7.54","4.07"
"1674658476.604","3.60","6.63","7.53","4.14"
"1674658476.664","3.60","6.66","7.51","4.22"
"1674658476.724","3.60","6.70","7.49","4.30"
"1674658476.784","3.59","6.73","7.47","4.38"
"1674658476.844","3.59","6.77","7.45","4.46"
"1674658476.904","3.59","6.76","7.48","4.35"
"1674658476.964","3.59","6.76","7.50","4.25"
"1674658477.024","3.58","6.75","7.53","4.14"
"1674658477.084","3.58","6.74","7.56","4.04"
"1674658477.144","3.59","6.71","7.55","4.06"
"1674658477.204","3.60","6.67","7.54","4.09"
"1674658477.264","3.61","6.64","7.54","4.11"
"1674658477.324","3.62","6.60","7.53","4.13"
"1674658477.384","3.62","6.62","7.52","4.22"
"1674658477.444","3.63","6.64","7.51","4.31"
"1674658477.504","3.63","6.66","7.50","4.40"
"1674658477.564","3.63","6.68","7.48","4.49"
"1674658477.624","3.60","6.71","7.51","4.36"
"1674658477.684","3.58","6.74","7.53","4.23"
"1674658477.744","3.55","6.77","7.55","4.10"
"1674658477.804","3.53","6.80","7.57","3.97"
"1674658477.864","3.56","6.75","7.57","4.03"
"1674658477.924","3.58","6.70","7.57","4.08"
"1674658477.984","3.60","6.65","7.57","4.14"
"1674658478.044","3.63","6.60","7.56","4.20"
"1674658478.104","3.62","6.63","7.56","4.25"
"1674658478.164","3.61","6.65","7.55","4.29"
"1674658478.224","3.61","6.68","7.55","4.34"
"1674658478.284","3.60","6.70","7.54","4.39"
"1674658478.344","3.59","6.73","7.57","4.27"
"1674658478.404","3.57","6.76","7.60","4.15"
"1674658478.464","3.56","6.78","7.63","4.03"
"1674658478.524","3.55","6.81","7.66","3.91"
"1674658478.584","3.55","6.78","7.65","3.95"
"1674658478.644","3.56","6.76","7.64","3.99"
"1674658478.704","3.56","6.73","7.63","4.03"
"1674658478.764","3.56","6.71","7.61","4.07"
"1674658478.824","3.56","6.68","7.60","4.11"
"1674658478.884","3.56","6.65","7.59","4.17"
"1674658478.944","3.55","6.62","7.59","4.22"
"1674658479.004","3.55","6.59","7.58","4.28"
"1674658479.064","3.55","6.56","7.57","4.34"
"1674658479.124","3.54","6.65","7.59","4.22"
"1674658479.184","3.53","6.74","7.60","4.11"
"1674658479.244","3.52","6.83","7.61","4.00"
"1674658479.304","3.51","6.93","7.63","3.88"
"1674658479.364","3.53","6.89","7.62","3.96"
"1674658479.424","3.55","6.85","7.61","4.04"
"1674658479.484","3.57","6.81","7.60","4.11"
"1674658479.544","3.60","6.77","7.60","4.19"
"1674658479.604","3.59","6.82","7.60","4.19"
"1674658479.664","3.58","6.87","7.59","4.19"
"1674658479.724","3.57","6.92","7.59","4.19"
"1674658479.784","3.57","6.97","7.59","4.19"
"1674658479.844","3.56","7.02","7.59","4.19"
"1674658479.904","3.56","7.02","7.60","4.12"
"1674658479.964","3.57","7.02","7.61","4.05"
"1674658480.024","3.57","7.02","7.62","3.98"
"1674658480.084","3.57","7.02","7.63","3.91"
"1674658480.144","3.59","6.95","7.62","4.01"
"1674658480.204","3.60","6.88","7.61","4.11"
"1674658480.264","3.62","6.81","7.60","4.21"
"1674658480.324","3.63","6.74","7.59","4.30"
"1674658480.384","3.63","6.83","7.60","4.29"
"1674658480.444","3.62","6.91","7.60","4.28"
"1674658480.504","3.62","6.99","7.61","4.27"
"1674658480.564","3.62","7.07","7.62","4.26"
"1674658480.624","3.62","7.08","7.63","4.18"
"1674658480.684","3.62","7.08","7.64","4.11"
"1674658480.744","3.62","7.09","7.66","4.04"
"1674658480.804","3.62","7.09","7.67","3.97"
"1674658480.864","3.62","7.05","7.66","4.06"
"1674658480.924","3.63","7.01","7.65","4.15"
"1674658480.984","3.64","6.97","7.64","4.25"
"1674658481.044","3.65","6.93","7.64","4.34"
"1674658481.104","3.64","6.96","7.62","4.29"
"1674658481.164","3.62","7.00","7.60","4.24"
"1674658481.224","3.61","7.04","7.59","4.19"
"1674658481.284","3.59","7.08","7.57","4.14"
"1674658481.344","3.60","7.04","7.58","4.11"
"1674658481.404","3.60","7.00","7.60","4.08"
"1674658481.464","3.61","6.97","7.61","4.05"
"1674658481.524","3.62","6.93","7.62","4.03"
"1674658481.584","3.65","6.82","7.65","4.40"
"1674658481.644","3.62","6.87","7.64","4.29"
"1674658481.704","3.59","6.91","7.64","4.18"
"1674658481.764","3.57","6.96","7.64","4.07"
"1674658481.824","3.54","7.00","7.64","3.96"
"1674658481.884","3.56","6.94","7.64","4.00"
"1674658481.944","3.58","6.88","7.65","4.03"
"1674658482.004","3.60","6.82","7.66","4.07"
"1674658482.064","3.62","6.76","7.67","4.11"
"1674658482.124","3.61","6.78","7.67","4.20"
"1674658482.184","3.61","6.80","7.68","4.29"
"1674658482.244","3.60","6.82","7.68","4.38"
"1674658482.304","3.60","6.84","7.69","4.48"
"1674658482.364","3.59","6.85","7.70","4.36"
"1674658482.424","3.58","6.85","7.72","4.25"
"1674658482.484","3.57","6.86","7.74","4.14"
"1674658482.544","3.56","6.87","7.75","4.03"
"1674658482.604","3.57","6.84","7.75","4.07"
"1674658482.664","3.58","6.82","7.74","4.11"
"1674658482.724","3.59","6.79","7.74","4.15"
"1674658482.784","3.60","6.76","7.73","4.20"
"1674658482.844","3.61","6.74","7.73","4.24"
"1674658482.904","3.60","6.76","7.72","4.29"
"1674658482.964","3.60","6.78","7.71","4.34"
"1674658483.024","3.59","6.80","7.70","4.39"
"1674658483.084","3.59","6.82","7.70","4.43"
"1674658483.144","3.58","6.82","7.69","4.32"
"1674658483.204","3.57","6.82","7.69","4.20"
"1674658483.264","3.56","6.83","7.69","4.08"
"1674658483.324","3.55","6.83","7.69","3.96"
"1674658483.384","3.56","6.77","7.68","4.04"
"1674658483.444","3.57","6.71","7.67","4.12"
"1674658483.504","3.59","6.66","7.66","4.21"
"1674658483.564","3.60","6.60","7.66","4.29"
"1674658483.624","3.59","6.65","7.66","4.28"
"1674658483.684","3.58","6.71","7.66","4.26"
"1674658483.744","3.57","6.76","7.66","4.25"
"1674658483.804","3.56","6.82","7.66","4.23"
"1674658483.864","3.56","6.83","7.66","4.15"
"1674658483.924","3.56","6.84","7.67","4.06"
"1674658483.984","3.56","6.85","7.68","3.97"
"1674658484.044","3.55","6.86","7.69","3.89"
"1674658484.104","3.56","6.81","7.67","3.97"
"1674658484.164","3.58","6.76","7.66","4.06"
"1674658484.224","3.59","6.71","7.64","4.15"
"1674658484.284","3.60","6.66","7.63","4.23"
"1674658484.344","3.59","6.72","7.62","4.17"
"1674658484.404","3.58","6.77","7.62","4.10"
"1674658484.464","3.58","6.83","7.62","4.03"
"1674658484.524","3.57","6.88","7.62","3.97"
"1674658484.584","3.57","6.87","7.63","3.97"
"1674658484.644","3.57","6.86","7.64","3.98"
"1674658484.704","3.57","6.85","7.65","3.99"
"1674658484.764","3.57","6.84","7.67","4.00"
"1674658484.824","3.57","6.83","7.68","4.00"
"1674658484.884","3.59","6.88","7.66","4.12"
"1674658484.944","3.61","6.93","7.64","4.23"
"1674658485.004","3.63","6.98","7.62","4.35"
"1674658485.064","3.65","7.03","7.60","4.46"
"1674658485.124","3.64","7.06","7.59","4.36"
"1674658485.184","3.64","7.09","7.58","4.26"
"1674658485.244","3.63","7.12","7.58","4.16"
"1674658485.304","3.63","7.14","7.57","4.06"
"1674658485.364","3.63","7.10","7.59","4.08"
"1674658485.424","3.64","7.05","7.62","4.10"
"1674658485.484","3.64","7.00","7.65","4.12"
"1674658485.544","3.64","6.95","7.68","4.14"
"1674658485.604","3.65","6.96","7.67","4.22"
"1674658485.664","3.65","6.98","7.66","4.31"
"1674658485.724","3.65","6.99","7.65","4.39"
"1674658485.784","3.66","7.00","7.64","4.47"
"1674658485.844","3.66","7.02","7.63","4.55"
"1674658485.904","3.65","7.02","7.64","4.43"
"1674658485.964","3.63","7.02","7.66","4.30"
"1674658486.024","3.62","7.03","7.67","4.17"
"1674658486.084","3.61","7.03","7.69","4.04"
"1674658486.144","3.61","6.97","7.69","4.08"
"1674658486.204","3.62","6.92","7.69","4.11"
"1674658486.264","3.62","6.86","7.69","4.14"
"1674658486.324","3.63","6.80","7.69","4.17"
"1674658486.384","3.63","6.83","7.68","4.25"
"1674658486.444","3.62","6.86","7.67","4.32"
"1674658486.504","3.62","6.89","7.66","4.39"
"1674658486.564","3.62","6.92","7.65","4.47"
"1674658486.624","3.61","6.92","7.66","4.35"
"1674658486.684","3.60","6.93","7.67","4.23"
"1674658486.744","3.59","6.93","7.68","4.11"
"1674658486.804","3.58","6.93","7.69","3.99"
"1674658486.864","3.58","6.85","7.68","4.07"
"1674658486.924","3.58","6.76","7.68","4.14"
"1674658486.984","3.59","6.67","7.68","4.22"
"1674658487.044","3.59","6.59","7.68","4.29"
"1674658487.104","3.58","6.61","7.68","4.29"
"1674658487.164","3.57","6.64","7.67","4.29"
"1674658487.224","3.56","6.66","7.66","4.29"
"1674658487.284","3.54","6.69","7.66","4.29"
"1674658487.344","3.55","6.70","7.67","4.21"
"1674658487.404","3.55","6.70","7.68","4.13"
"1674658487.464","3.55","6.71","7.69","4.05"
"1674658487.524","3.55","6.71","7.69","3.97"
"1674658487.584","3.56","6.67","7.68","4.05"
"1674658487.644","3.57","6.62","7.66","4.12"
"1674658487.704","3.58","6.58","7.65","4.20"
"1674658487.764","3.59","6.54","7.63","4.28"
"1674658487.824","3.60","6.49","7.61","4.35"
"1674658487.884","3.59","6.55","7.61","4.30"
"1674658487.944","3.57","6.61","7.61","4.25"
"1674658488.004","3.56","6.67","7.60","4.20"
"1674658488.064","3.55","6.73","7.60","4.15"
"1674658488.124","3.55","6.77","7.60","4.10"
"1674658488.184","3.55","6.81","7.61","4.05"
"1674658488.244","3.54","6.85","7.62","4.00"
"1674658488.304","3.54","6.90","7.63","3.95"
"1674658488.364","3.55","6.84","7.62","4.06"
"1674658488.424","3.56","6.79","7.60","4.17"
"1674658488.484","3.57","6.74","7.59","4.28"
"1674658488.544","3.58","6.68","7.58","4.38"
"1674658488.604","3.54","6.89","7.60","4.07"
"1674658488.664","3.54","6.87","7.61","4.06"
"1674658488.724","3.54","6.86","7.62","4.05"
"1674658488.784","3.54","6.84","7.63","4.03"
"1674658488.844","3.54","6.83","7.64","4.02"
"1674658488.904","3.55","6.81","7.62","4.12"
"1674658488.964","3.56","6.79","7.59","4.22"
"1674658489.024","3.57","6.78","7.57","4.32"
"1674658489.084","3.58","6.76","7.54","4.43"
"1674658489.144","3.57","6.78","7.56","4.31"
"1674658489.204","3.55","6.80","7.57","4.20"
"1674658489.264","3.54","6.83","7.59","4.08"
"1674658489.324","3.52","6.85","7.60","3.97"
"1674658489.384","3.53","6.86","7.62","3.99"
"1674658489.444","3.54","6.87","7.63","4.02"
"1674658489.504","3.54","6.87","7.64","4.05"
"1674658489.564","3.55","6.88","7.65","4.07"
"1674658489.624","3.57","6.90","7.64","4.16"
"1674658489.684","3.58","6.92","7.62","4.24"
"1674658489.744","3.59","6.94","7.61","4.32"
"1674658489.804","3.61","6.96","7.59","4.41"
"1674658489.864","3.60","6.96","7.61","4.29"
"1674658489.924","3.60","6.97","7.64","4.18"
"1674658489.984","3.59","6.97","7.66","4.07"
"1674658490.044","3.59","6.97","7.68","3.95"
"1674658490.104","3.58","6.89","7.66","4.03"
"1674658490.164","3.57","6.81","7.64","4.10"
"1674658490.224","3.57","6.73","7.62","4.18"
"1674658490.284","3.56","6.65","7.60","4.26"
"1674658490.344","3.55","6.70","7.60","4.30"
"1674658490.404","3.54","6.75","7.60","4.34"
"1674658490.464","3.54","6.81","7.60","4.38"
"1674658490.524","3.53","6.86","7.60","4.42"
"1674658490.584","3.53","6.85","7.63","4.34"
"1674658490.644","3.54","6.83","7.65","4.27"
"1674658490.704","3.55","6.82","7.68","4.19"
"1674658490.764","3.55","6.81","7.70","4.11"
"1674658490.824","3.56","6.80","7.72","4.03"
"1674658490.884","3.57","6.74","7.71","4.11"
"1674658490.944","3.58","6.68","7.70","4.19"
"1674658491.004","3.59","6.63","7.69","4.28"
"1674658491.064","3.60","6.57","7.68","4.36"
"1674658491.124","3.58","6.64","7.68","4.32"
"1674658491.184","3.57","6.71","7.67","4.28"
"1674658491.244","3.55","6.78","7.67","4.24"
"1674658491.304","3.54","6.85","7.66","4.20"
"1674658491.364","3.54","6.79","7.68","4.14"
"1674658491.424","3.54","6.74","7.69","4.09"
"1674658491.484","3.54","6.68","7.70","4.03"
"1674658491.544","3.53","6.63","7.72","3.98"
"1674658491.604","3.54","6.59","7.70","4.05"
"1674658491.664","3.55","6.54","7.69","4.13"
"1674658491.724","3.55","6.50","7.68","4.21"
"1674658491.784","3.56","6.45","7.67","4.28"
"1674658491.844","3.57","6.41","7.66","4.36"
"1674658491.904","3.54","6.45","7.66","4.31"
"1674658491.964","3.52","6.50","7.67","4.25"
"1674658492.024","3.50","6.54","7.67","4.20"
"1674658492.084","3.48","6.59","7.67","4.14"
"1674658492.144","3.49","6.58","7.68","4.11"
"1674658492.204","3.49","6.58","7.68","4.07"
"1674658492.264","3.50","6.57","7.69","4.04"
"1674658492.324","3.51","6.56","7.70","4.00"
"1674658492.384","3.52","6.54","7.67","4.11"
"1674658492.444","3.52","6.51","7.65","4.21"
"1674658492.504","3.53","6.48","7.63","4.32"
"1674658492.564","3.54","6.46","7.60","4.42"
"1674658492.624","3.53","6.51","7.61","4.32"
"1674658492.684","3.51","6.56","7.62","4.22"
"1674658492.744","3.50","6.61","7.62","4.12"
"1674658492.804","3.49","6.66","7.63","4.02"
"1674658492.864","3.49","6.63","7.63","4.05"
"1674658492.924","3.49","6.61","7.63","4.08"
"1674658492.984","3.49","6.58","7.63","4.11"
"1674658493.044","3.49","6.55","7.63","4.13"
"1674658493.104","3.50","6.59","7.61","4.24"
"1674658493.164","3.51","6.63","7.58","4.35"
"1674658493.224","3.52","6.67","7.55","4.46"
"1674658493.284","3.53","6.70","7.53","4.57"
"1674658493.344","3.52","6.75","7.55","4.44"
"1674658493.404","3.51","6.80","7.57","4.31"
"1674658493.464","3.50","6.85","7.60","4.19"
"1674658493.524","3.49","6.90","7.62","4.06"
"1674658493.584","3.50","6.85","7.62","4.08"
"1674658493.644","3.51","6.81","7.63","4.10"
"1674658493.704","3.51","6.77","7.63","4.13"
"1674658493.764","3.52","6.72","7.63","4.15"
"1674658493.824","3.53","6.68","7.64","4.18"
"1674658493.884","3.54","6.72","7.61","4.26"
"1674658493.944","3.54","6.77","7.59","4.35"
"1674658494.004","3.55","6.81","7.57","4.44"
"1674658494.064","3.55","6.85","7.55","4.52"
"1674658494.124","3.55","6.87","7.57","4.40"
"1674658494.184","3.54","6.89","7.59","4.27"
"1674658494.244","3.54","6.90","7.60","4.14"
"1674658494.304","3.53","6.92","7.62","4.01"
"1674658494.364","3.54","6.87","7.63","4.07"
"1674658494.424","3.56","6.82","7.63","4.13"
"1674658494.484","3.57","6.77","7.64","4.18"
"1674658494.544","3.58","6.72","7.65","4.24"
"1674658494.604","3.58","6.79","7.64","4.28"
"1674658494.664","3.58","6.85","7.64","4.31"
"1674658494.724","3.57","6.92","7.63","4.34"
"1674658494.784","3.57","6.98","7.63","4.38"
"1674658494.844","3.57","7.05","7.63","4.41"
"1674658494.904","3.55","7.00","7.63","4.31"
"1674658494.964","3.53","6.96","7.63","4.22"
"1674658495.024","3.51","6.91","7.63","4.12"
"1674658495.084","3.48","6.87","7.63","4.02"
"1674658495.144","3.50","6.83","7.62","4.10"
"1674658495.204","3.51","6.79","7.61","4.18"
"1674658495.264","3.52","6.75","7.60","4.26"
