"","Differential 1 - 2 Last (mV)","Differential 3 - 4 Last (mV)","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)"
"1674653588","7.67","-3.10","9.76","0.00"
"1674653589","7.65","-3.26","9.87","0.13"
"1674653590","7.65","-3.37","10.02","0.05"
"1674653591","7.71","-3.11","9.73","0.03"
"1674653592","7.61","-3.02","9.61","-0.07"
"1674653593","7.67","-3.06","9.76","-0.02"
"1674653594","7.58","-3.23","9.86","0.13"
"1674653595","7.50","-3.34","9.77","0.00"
"1674653596","7.54","-3.35","9.82","0.00"
"1674653597","7.63","-3.34","9.68","-0.06"
"1674653598","7.59","-3.41","9.54","0.11"
"1674653599","7.45","-3.52","9.68","0.06"
"1674653600","7.60","-3.39","9.87","0.00"
"1674653601","7.71","-3.30","9.74","0.05"
"1674653602","7.62","-3.17","9.64","-0.02"
"1674653603","7.63","-2.97","9.66","-0.03"
"1674653604","7.55","-3.14","9.76","-0.02"
"1674653605","7.65","-3.27","9.70","-0.10"
"1674653606","7.67","-3.42","9.66","-0.06"
"1674653607","7.62","-3.46","9.81","0.00"
"1674653608","7.50","-3.31","9.64","0.00"
"1674653609","7.57","-3.16","9.67","-0.03"
"1674653610","7.61","-3.23","9.91","-0.05"
"1674653611","7.59","-3.16","9.92","-0.05"
"1674653612","7.59","-3.12","9.62","-0.08"
"1674653613","7.63","-3.10","9.74","0.03"
"1674653614","7.54","-3.17","9.75","0.07"
"1674653615","7.73","-3.10","9.73","0.00"
"1674653616","7.71","-3.22","9.71","0.10"
"1674653617","7.72","-3.28","9.82","0.03"
"1674653618","7.61","-3.22","9.85","0.06"
"1674653619","7.65","-3.21","9.73","-0.01"
"1674653620","7.83","-3.25","9.64","0.13"
"1674653621","7.67","-3.38","9.84","0.04"
"1674653622","7.73","-3.25","9.70","-0.04"
"1674653623","7.80","-3.32","9.70","0.13"
"1674653624","7.80","-3.36","9.59","0.19"
"1674653625","7.75","-3.34","9.99","0.03"
"1674653626","7.90","-3.32","9.69","0.01"
"1674653627","7.87","-3.27","9.61","0.04"
"1674653628","7.79","-3.45","9.78","0.13"
"1674653629","7.75","-3.43","9.79","0.06"
"1674653630","7.78","-3.43","9.70","0.03"
"1674653631","7.76","-3.32","9.88","-0.02"
"1674653632","7.80","-3.25","9.70","-0.08"
"1674653633","7.77","-3.43","9.71","0.05"
"1674653634","7.58","-3.49","9.83","-0.01"
"1674653635","7.66","-3.52","9.98","-0.06"
"1674653636","7.73","-3.65","9.71","0.04"
"1674653637","7.59","-3.32","9.69","-0.01"
"1674653638","7.59","-3.18","9.89","0.03"
"1674653639","7.66","-3.25","9.80","0.01"
"1674653640","7.71","-3.30","9.79","0.06"
"1674653641","7.65","-3.20","9.86","-0.04"
"1674653642","7.74","-3.14","9.73","0.08"
"1674653643","7.57","-3.03","9.63","0.02"
"1674653644","7.67","-3.33","9.78","0.07"
"1674653645","7.73","-3.49","9.73","-0.07"
"1674653646","7.85","-3.53","9.68","-0.01"
"1674653647","7.77","-3.65","9.75","0.09"
"1674653648","7.66","-3.32","9.91","0.04"
"1674653649","7.74","-3.44","9.89","0.04"
"1674653650","7.84","-3.75","9.68","0.11"
"1674653651","7.81","-3.52","9.67","0.12"
"1674653652","7.62","-3.36","9.87","0.09"
"1674653653","7.58","-3.40","9.91","0.11"
"1674653654","7.65","-3.41","9.79","0.08"
"1674653655","7.68","-3.50","9.74","0.11"
"1674653656","7.70","-3.28","9.89","-0.04"
"1674653657","7.72","-3.28","9.72","0.01"
"1674653658","7.67","-3.14","9.70","0.09"
"1674653659","7.54","-3.24","9.75","0.10"
"1674653660","7.56","-3.23","9.79","-0.02"
"1674653661","7.69","-3.25","9.67","-0.02"
"1674653662","7.60","-3.19","9.78","0.04"
"1674653663","7.53","-3.16","9.86","0.04"
"1674653664","7.53","-3.23","9.85","0.10"
"1674653665","7.63","-3.31","9.89","-0.01"
"1674653666","7.69","-3.16","9.70","0.08"
"1674653667","7.59","-3.27","9.63","0.01"
"1674653668","7.72","-3.08","9.77","0.07"
"1674653669","7.59","-3.27","9.74","0.14"
"1674653670","7.59","-3.33","9.87","-0.01"
"1674653671","7.61","-3.17","9.84","0.00"
"1674653672","7.72","-3.29","9.50","0.05"
"1674653673","7.60","-3.15","9.76","0.15"
"1674653674","7.54","-3.17","9.98","0.04"
"1674653675","7.70","-3.35","9.64","0.08"
"1674653676","7.60","-3.23","9.83","0.02"
"1674653677","7.73","-3.15","9.75","0.03"
"1674653678","7.70","-3.12","9.75","0.08"
"1674653679","7.76","-3.13","9.81","0.17"
"1674653680","7.77","-3.17","9.72","0.13"
"1674653681","7.69","-3.06","9.75","0.03"
"1674653682","7.75","-3.22","9.49","0.14"
"1674653683","7.81","-3.23","9.82","0.24"
"1674653684","7.86","-3.24","9.78","0.19"
"1674653685","7.80","-3.33","9.83","0.09"
"1674653686","7.86","-3.27","9.61","0.04"
"1674653687","7.82","-3.19","9.79","0.13"
"1674653688","7.85","-3.33","9.78","0.17"
"1674653689","7.85","-3.32","9.77","0.00"
"1674653690","7.86","-3.14","9.72","-0.06"
"1674653691","7.82","-3.27","9.68","-0.02"
"1674653692","7.82","-3.28","9.72","0.14"
"1674653693","7.76","-3.41","9.84","0.14"
"1674653694","7.77","-3.45","9.99","0.02"
"1674653695","7.81","-3.32","9.76","0.01"
"1674653696","7.79","-3.29","9.50","0.12"
"1674653697","7.65","-3.21","10.04","0.05"
"1674653698","7.65","-3.31","10.10","0.09"
"1674653699","7.80","-3.42","9.87","0.11"
"1674653700","7.64","-3.47","9.91","0.04"
"1674653701","7.71","-3.27","9.73","-0.02"
"1674653702","7.73","-3.24","9.72","0.16"
"1674653703","7.73","-3.11","9.79","0.20"
"1674653704","7.66","-3.24","10.00","0.07"
"1674653705","7.70","-3.30","9.91","0.02"
"1674653706","7.83","-3.24","9.66","0.13"
"1674653707","7.73","-3.03","9.92","0.14"
"1674653708","7.67","-3.07","9.87","0.10"
"1674653709","7.78","-3.06","9.73","0.07"
"1674653710","7.79","-3.19","9.76","0.14"
"1674653711","7.78","-3.02","9.67","0.13"
"1674653712","7.63","-2.95","9.93","0.06"
"1674653713","7.77","-3.01","9.73","0.10"
"1674653714","7.75","-3.13","9.61","0.23"
"1674653715","7.65","-3.18","9.87","0.15"
"1674653716","7.62","-3.02","9.88","0.08"
"1674653717","7.74","-3.14","9.71","0.11"
"1674653718","7.77","-2.99","9.71","0.12"
"1674653719","7.66","-3.18","9.81","0.14"
"1674653720","7.68","-3.06","9.95","0.06"
"1674653721","7.84","-2.97","9.72","0.09"
"1674653722","7.75","-3.07","9.92","0.14"
"1674653723","7.82","-2.91","9.79","0.10"
"1674653724","7.73","-3.17","9.73","0.22"
"1674653725","7.84","-3.10","9.72","0.14"
"1674653726","7.64","-3.01","9.90","0.04"
"1674653727","7.59","13.91","9.78","0.02"
"1674653728","7.48","9.98","9.76","0.10"
"1674653729","7.74","7.89","10.92","-1.84"
"1674653730","8.53","3.26","12.49","-3.09"
"1674653731","10.24","1.43","13.53","1.32"
"1674653732","10.36","2.11","11.29","9.07"
"1674653733","10.63","1.70","12.35","6.70"
"1674653734","10.27","4.02","10.31","7.41"
"1674653735","9.82","5.06","11.96","4.76"
"1674653736","9.52","4.40","9.13","5.10"
"1674653737","10.01","2.23","9.09","4.28"
"1674653738","10.03","-0.09","9.66","2.45"
"1674653739","9.99","-0.94","9.20","1.53"
"1674653740","9.67","-1.53","9.86","1.52"
"1674653741","9.19","-1.63","10.70","2.33"
"1674653742","9.09","-1.93","8.94","2.18"
"1674653743","8.85","-0.88","9.44","3.16"
"1674653744","8.76","-0.70","9.06","2.04"
"1674653745","8.81","-1.30","9.40","0.76"
"1674653746","8.79","-1.24","9.14","0.82"
"1674653747","8.61","-1.43","9.71","0.99"
"1674653748","8.31","-1.20","9.68","0.83"
"1674653749","8.10","-1.16","8.87","0.76"
"1674653750","7.81","-1.02","9.04","0.38"
"1674653751","7.65","-1.16","9.18","0.10"
"1674653752","7.54","-1.13","9.08","-0.21"
"1674653753","7.66","-1.09","9.14","-0.27"
"1674653754","7.60","-1.16","9.10","-0.01"
"1674653755","7.49","-1.15","9.37","-0.20"
"1674653756","7.51","-1.22","9.10","-0.13"
"1674653757","7.17","-1.23","8.98","-0.11"
"1674653758","7.08","-1.22","9.26","-0.05"
"1674653759","7.17","-1.12","9.31","-0.03"
"1674653760","7.17","-1.22","9.09","0.09"
"1674653761","7.01","-1.08","9.09","0.05"
"1674653762","7.02","-1.09","9.26","0.12"
"1674653763","7.05","-1.22","9.02","0.19"
"1674653764","7.02","-1.58","9.19","0.24"
"1674653765","7.03","-1.62","9.18","0.22"
"1674653766","6.97","-1.35","9.32","0.16"
"1674653767","7.01","-1.44","8.93","0.27"
"1674653768","6.88","-1.49","9.32","0.32"
"1674653769","7.01","-1.62","9.37","0.27"
"1674653770","6.96","-1.85","9.14","0.34"
"1674653771","6.97","-1.64","9.14","0.32"
"1674653772","6.83","-1.81","9.10","0.40"
"1674653773","6.86","-1.69","9.28","0.33"
"1674653774","6.93","-1.87","9.13","0.35"
"1674653775","6.95","-2.10","9.16","0.42"
"1674653776","6.80","-1.80","9.20","0.31"
"1674653777","6.90","-1.63","8.99","0.27"
"1674653778","6.84","-1.79","9.40","0.37"
"1674653779","6.90","-1.85","9.31","0.35"
"1674653780","6.97","-1.90","9.23","0.41"
"1674653781","6.82","-2.27","9.33","0.34"
"1674653782","6.87","-1.99","9.15","0.27"
"1674653783","6.94","-2.09","9.13","0.41"
"1674653784","6.81","-2.14","9.49","0.41"
"1674653785","6.87","-2.12","9.35","0.46"
"1674653786","6.77","-2.04","9.34","0.30"
"1674653787","6.95","-2.05","9.20","0.30"
"1674653788","6.85","-2.08","9.06","0.43"
"1674653789","6.78","-1.84","9.20","0.39"
"1674653790","6.85","-1.98","9.31","0.37"
"1674653791","6.76","-2.00","9.33","0.30"
"1674653792","6.87","-2.04","9.12","0.25"
"1674653793","6.92","-2.07","9.23","0.37"
"1674653794","6.82","-2.11","9.25","0.42"
"1674653795","6.78","-2.26","9.42","0.33"
"1674653796","6.96","-2.17","9.16","0.36"
"1674653797","6.78","-2.39","9.34","0.30"
"1674653798","6.87","-2.14","9.25","0.42"
"1674653799","6.76","-2.03","9.34","0.35"
"1674653800","6.87","-2.08","9.27","0.31"
"1674653801","6.84","-2.29","9.15","0.37"
"1674653802","6.71","-2.24","9.36","0.32"
"1674653803","6.77","-2.05","9.02","0.26"
"1674653804","6.82","-2.28","9.20","0.45"
"1674653805","6.83","-2.39","9.12","0.43"
"1674653806","6.73","-2.26","9.32","0.31"
"1674653807","6.81","-1.91","9.23","0.26"
"1674653808","6.78","-2.08","8.93","0.35"
"1674653809","6.75","-1.97","9.31","0.41"
"1674653810","6.80","-2.14","9.38","0.32"
"1674653811","6.78","-2.21","9.26","0.25"
"1674653812","6.83","-2.22","9.11","0.35"
"1674653813","6.70","-2.19","9.47","0.37"
"1674653814","6.76","-2.16","9.27","0.30"
"1674653815","6.84","-2.15","9.36","0.36"
"1674653816","6.79","-2.35","9.35","0.36"
"1674653817","6.74","-2.03","9.15","0.25"
"1674653818","6.71","-2.08","9.55","0.35"
"1674653819","6.84","-2.22","9.45","0.31"
"1674653820","6.91","-2.31","9.31","0.38"
"1674653821","6.73","-2.59","9.30","0.31"
"1674653822","6.78","-2.38","9.14","0.26"
"1674653823","6.85","-2.51","9.14","0.41"
"1674653824","6.73","-2.57","9.56","0.27"
"1674653825","6.78","-2.60","9.34","0.22"
"1674653826","6.86","-2.30","9.27","0.28"
"1674653827","6.80","-2.39","9.16","0.41"
"1674653828","6.73","-2.44","9.43","0.32"
"1674653829","6.84","-2.39","9.48","0.24"
"1674653830","6.86","-2.37","9.22","0.20"
"1674653831","6.85","-2.31","9.39","0.24"
"1674653832","6.85","-2.35","9.14","0.37"
"1674653833","6.80","-2.38","9.34","0.27"
"1674653834","6.90","-2.24","9.42","0.19"
"1674653835","6.94","-2.52","9.14","0.30"
"1674653836","6.85","-2.46","9.46","0.29"
"1674653837","6.91","-2.34","9.52","0.22"
"1674653838","6.92","-2.39","9.40","0.18"
"1674653839","6.99","-2.43","9.34","0.25"
"1674653840","6.88","-2.38","9.46","0.26"
"1674653841","6.91","-2.20","9.47","0.22"
"1674653842","6.96","-2.34","9.43","0.37"
"1674653843","6.89","-2.52","9.43","0.30"
"1674653844","6.97","-2.30","9.43","0.18"
"1674653845","6.94","-2.35","9.44","0.17"
"1674653846","7.03","-2.13","9.34","0.34"
"1674653847","6.97","-2.41","9.56","0.35"
"1674653848","7.07","-2.57","9.38","0.16"
"1674653849","7.07","-2.40","9.24","0.30"
"1674653850","6.93","-2.65","9.47","0.23"
"1674653851","7.03","-2.55","9.24","0.24"
"1674653852","7.06","-2.50","9.48","0.24"
"1674653853","6.99","-2.41","9.38","0.30"
"1674653854","6.93","-2.27","9.27","0.17"
"1674653855","7.03","-2.05","9.35","0.23"
"1674653856","7.07","-2.20","9.24","0.41"
"1674653857","6.95","-2.20","9.41","0.27"
"1674653858","7.07","-2.18","9.38","0.30"
"1674653859","6.99","-2.36","9.29","0.20"
"1674653860","7.08","-2.22","9.39","0.21"
"1674653861","7.08","-2.49","9.37","0.37"
"1674653862","7.01","-2.37","9.66","0.22"
"1674653863","7.12","-2.46","9.35","0.18"
"1674653864","7.04","-2.48","9.45","0.27"
"1674653865","7.05","-2.33","9.16","0.33"
"1674653866","6.91","-2.27","9.45","0.27"
"1674653867","7.04","-2.53","9.49","0.26"
"1674653868","6.98","-2.50","9.42","0.28"
"1674653869","6.93","-2.33","9.26","0.23"
"1674653870","7.02","-2.41","9.42","0.23"
"1674653871","7.00","-2.52","9.30","0.38"
"1674653872","7.07","-2.42","9.31","0.31"
"1674653873","6.90","-2.55","9.49","0.26"
"1674653874","6.94","-2.51","9.19","0.16"
"1674653875","6.99","-2.45","9.31","0.32"
"1674653876","6.81","-2.52","9.56","0.27"
"1674653877","6.95","-2.63","9.38","0.20"
"1674653878","6.92","-2.33","9.50","0.17"
"1674653879","7.00","-2.28","9.16","0.30"
"1674653880","6.88","-2.41","9.49","0.33"
"1674653881","6.90","-2.32","9.58","0.26"
"1674653882","6.97","-2.43","9.34","0.28"
"1674653883","6.91","-2.42","9.51","0.24"
"1674653884","6.89","-2.39","9.25","0.18"
"1674653885","6.90","-2.43","9.36","0.25"
"1674653886","6.99","-2.45","9.45","0.36"
"1674653887","6.88","-2.48","9.50","0.29"
"1674653888","6.88","-2.38","9.49","0.17"
"1674653889","6.95","-2.46","9.19","0.25"
"1674653890","6.96","-2.53","9.46","0.38"
"1674653891","6.83","-2.60","9.73","0.24"
"1674653892","6.94","-2.41","9.52","0.16"
"1674653893","7.02","-2.38","9.40","0.29"
"1674653894","6.84","-2.54","9.65","0.22"
"1674653895","7.00","-2.46","9.42","0.27"
"1674653896","7.01","-2.52","9.55","0.37"
"1674653897","6.94","-2.40","9.54","0.22"
"1674653898","6.93","-2.27","9.58","0.20"
"1674653899","7.06","-2.52","9.51","0.23"
"1674653900","7.09","-2.53","9.39","0.33"
"1674653901","6.96","-2.70","9.67","0.34"
"1674653902","6.99","-2.75","9.63","0.19"
"1674653903","7.06","-2.46","9.40","0.20"
"1674653904","7.00","-2.62","9.56","0.32"
"1674653905","7.06","-2.60","9.30","0.36"
"1674653906","6.91","-2.68","9.72","0.29"
"1674653907","7.04","-2.55","9.50","0.15"
"1674653908","7.03","-2.56","9.40","0.27"
"1674653909","6.88","-2.37","9.60","0.28"
"1674653910","6.95","-2.35","9.61","0.22"
"1674653911","6.99","-2.55","9.46","0.36"
"1674653912","7.05","-2.52","9.38","0.30"
"1674653913","6.90","-2.44","9.56","0.18"
"1674653914","7.00","-2.35","9.21","0.21"
"1674653915","7.04","-2.45","9.41","0.36"
"1674653916","6.89","-2.58","9.67","0.28"
"1674653917","7.03","-2.67","9.46","0.19"
"1674653918","6.90","-2.75","9.47","0.24"
"1674653919","7.01","-2.48","9.26","0.21"
"1674653920","7.02","-2.56","9.47","0.37"
"1674653921","6.92","-2.50","9.67","0.28"
"1674653922","7.00","-2.64","9.49","0.18"
"1674653923","7.11","-2.55","9.37","0.27"
"1674653924","6.93","-2.60","9.62","0.23"
"1674653925","7.02","-2.56","9.52","0.36"
"1674653926","6.95","-2.57","9.67","0.24"
"1674653927","7.14","-2.61","9.43","0.33"
"1674653928","7.00","-2.42","9.45","0.22"
"1674653929","7.03","-2.43","9.31","0.21"
"1674653930","7.10","-2.51","9.38","0.36"
"1674653931","6.98","-2.62","9.70","0.28"
"1674653932","7.03","-2.57","9.54","0.26"
"1674653933","7.04","-2.50","9.53","0.28"
"1674653934","7.05","-2.50","9.48","0.29"
"1674653935","6.99","-2.70","9.45","0.39"
"1674653936","6.91","-2.74","9.70","0.28"
"1674653937","7.05","-2.72","9.50","0.19"
"1674653938","6.93","-2.38","9.38","0.26"
"1674653939","7.01","-2.52","9.57","0.29"
"1674653940","6.94","-2.64","9.51","0.38"
"1674653941","6.90","-2.68","9.73","0.26"
"1674653942","7.02","-2.59","9.44","0.23"
"1674653943","6.86","-2.41","9.61","0.31"
"1674653944","6.90","-2.40","9.65","0.29"
"1674653945","6.83","-2.50","9.51","0.29"
"1674653946","6.96","-2.32","9.58","0.22"
"1674653947","6.97","-2.42","9.41","0.31"
"1674653948","6.84","-2.39","9.64","0.27"
"1674653949","6.90","-2.45","9.44","0.24"
"1674653950","7.00","-2.50","9.60","0.34"
"1674653951","6.92","-2.57","9.62","0.32"
"1674653952","6.98","-2.56","9.45","0.30"
"1674653953","6.86","-2.44","9.64","0.27"
"1674653954","6.95","-2.33","9.65","0.27"
"1674653955","7.06","-2.46","9.61","0.35"
"1674653956","6.98","-2.47","9.66","0.30"
"1674653957","6.92","-2.55","9.64","0.18"
"1674653958","6.95","-2.37","9.64","0.27"
"1674653959","7.02","-2.30","9.64","0.29"
"1674653960","7.05","-2.53","9.60","0.36"
"1674653961","7.04","-2.48","9.70","0.18"
"1674653962","7.11","-2.52","9.38","0.30"
"1674653963","7.02","-2.36","9.67","0.31"
"1674653964","7.06","-2.40","9.78","0.26"
"1674653965","7.04","-2.43","9.85","0.25"
"1674653966","7.18","-2.37","9.68","0.21"
"1674653967","7.24","-2.32","9.52","0.28"
"1674653968","7.12","-2.27","9.72","0.28"
"1674653969","7.21","-2.37","9.71","0.25"
"1674653970","7.22","-2.60","9.47","0.35"
"1674653971","7.13","-2.56","9.70","0.29"
"1674653972","7.11","-2.64","9.64","0.26"
"1674653973","7.06","-2.52","9.67","0.24"
"1674653974","7.12","-2.43","9.61","0.31"
"1674653975","7.06","-2.66","9.60","0.34"
"1674653976","7.06","-2.65","9.66","0.19"
"1674653977","7.19","-2.44","9.36","0.21"
"1674653978","7.17","-2.37","9.53","0.24"
"1674653979","7.16","-2.61","9.47","0.39"
"1674653980","7.09","-2.50","9.66","0.29"
"1674653981","7.25","-2.39","9.54","0.24"
"1674653982","7.12","-2.55","9.66","0.28"
"1674653983","7.15","-2.26","9.53","0.24"
"1674653984","7.22","-2.45","9.38","0.31"
"1674653985","7.23","-2.70","9.47","0.24"
"1674653986","7.16","-2.43","9.50","0.26"
"1674653987","7.06","-2.51","9.67","0.25"
"1674653988","7.12","-2.58","9.49","0.23"
"1674653989","7.20","-2.53","9.48","0.36"
"1674653990","7.16","-2.77","9.71","0.21"
"1674653991","7.30","-2.47","9.53","0.15"
"1674653992","7.22","-2.28","9.57","0.20"
"1674653993","7.32","-2.48","9.46","0.38"
"1674653994","7.17","-2.35","9.63","0.21"
"1674653995","7.35","-2.25","9.50","0.23"
"1674653996","7.21","-2.40","9.65","0.30"
"1674653997","7.11","-2.17","9.76","0.28"
"1674653998","7.04","-2.32","9.79","0.27"
"1674653999","7.17","-2.57","9.56","0.17"
"1674654000","7.18","-2.44","9.50","0.30"
"1674654001","7.09","-2.54","9.44","0.21"
"1674654002","7.20","-2.67","9.52","0.24"
"1674654003","7.03","-2.72","9.82","0.28"
"1674654004","7.03","-2.75","9.67","0.22"
"1674654005","7.06","-2.56","9.68","0.23"
"1674654006","7.07","-2.36","9.43","0.26"
"1674654007","7.17","-2.54","9.54","0.26"
"1674654008","7.13","-2.69","9.72","0.35"
"1674654009","7.17","-2.59","9.69","0.20"
"1674654010","7.24","-2.38","9.34","0.25"
"1674654011","7.09","-2.36","9.77","0.25"
"1674654012","7.19","-2.40","9.59","0.36"
"1674654013","7.10","-2.48","9.85","0.24"
"1674654014","7.24","-2.61","9.60","0.16"
"1674654015","7.24","-2.68","9.60","0.27"
"1674654016","7.21","-2.35","9.70","0.21"
"1674654017","7.29","-2.39","9.42","0.30"
"1674654018","7.16","-2.46","9.80","0.33"
"1674654019","7.18","-2.54","9.64","0.25"
"1674654020","7.12","-2.53","9.69","0.25"
"1674654021","7.22","-2.58","9.63","0.20"
"1674654022","7.26","-2.55","9.49","0.37"
"1674654023","7.07","-2.61","9.86","0.27"
"1674654024","7.14","-2.68","9.73","0.19"
"1674654025","7.08","-2.47","9.70","0.17"
"1674654026","7.19","-2.40","9.67","0.20"
"1674654027","7.24","-2.52","9.50","0.37"
"1674654028","7.06","-2.45","9.84","0.28"
"1674654029","7.27","-2.55","9.61","0.17"
"1674654030","7.28","-2.45","9.45","0.25"
"1674654031","7.18","-2.46","9.67","0.30"
"1674654032","7.21","-2.41","9.57","0.38"
"1674654033","7.14","-2.50","9.79","0.22"
"1674654034","7.27","-2.63","9.51","0.19"
"1674654035","7.15","-2.52","9.59","0.30"
"1674654036","7.07","-2.25","9.74","0.27"
"1674654037","7.17","-2.38","9.65","0.26"
"1674654038","7.27","-2.32","9.67","0.32"
"1674654039","7.23","-2.45","9.51","0.30"
"1674654040","7.06","-2.36","9.70","0.22"
"1674654041","7.13","-2.39","9.64","0.20"
"1674654042","7.18","-2.47","9.49","0.30"
"1674654043","7.01","-2.49","9.65","0.24"
"1674654044","7.25","-2.59","9.49","0.24"
"1674654045","7.27","-2.66","9.50","0.23"
"1674654046","7.06","-2.62","9.45","0.21"
"1674654047","7.21","-2.61","9.35","0.24"
"1674654048","7.13","-2.67","9.51","0.35"
"1674654049","7.12","-2.63","9.59","0.21"
"1674654050","7.20","-2.74","9.54","0.16"
"1674654051","7.21","-2.55","9.42","0.28"
"1674654052","7.19","-2.51","9.62","0.28"
"1674654053","7.08","-2.46","9.64","0.24"
"1674654054","7.18","-2.49","9.76","0.22"
"1674654055","7.15","-2.56","9.55","0.31"
"1674654056","7.01","-2.34","9.62","0.21"
"1674654057","7.07","-2.40","9.71","0.19"
"1674654058","7.14","-2.31","9.69","0.23"
"1674654059","7.13","-2.45","9.77","0.23"
"1674654060","7.18","-2.53","9.64","0.27"
"1674654061","7.14","-2.26","9.62","0.15"
"1674654062","7.13","-2.35","9.70","0.28"
"1674654063","7.07","-2.30","9.51","0.25"
"1674654064","7.18","-2.39","9.70","0.28"
"1674654065","7.21","-2.62","9.51","0.24"
"1674654066","7.15","-2.61","9.71","0.19"
"1674654067","7.15","-2.72","9.48","0.13"
"1674654068","7.24","-2.58","9.57","0.18"
"1674654069","7.22","-2.48","9.46","0.30"
"1674654070","7.14","-2.59","9.71","0.14"
"1674654071","7.26","-2.86","9.54","0.16"
"1674654072","7.26","-2.52","9.49","0.11"
"1674654073","7.23","-2.50","9.58","0.29"
"1674654074","7.13","-2.41","9.64","0.23"
"1674654075","7.30","-2.39","9.48","0.20"
"1674654076","7.21","-2.44","9.64","0.30"
"1674654077","7.22","-2.41","9.59","0.15"
"1674654078","7.20","-2.57","9.54","0.24"
"1674654079","7.19","-2.45","9.58","0.22"
"1674654080","7.26","-2.47","9.80","0.22"
"1674654081","7.26","-2.68","9.50","0.33"
"1674654082","7.09","-2.35","9.67","0.22"
"1674654083","7.20","-2.48","9.46","0.19"
"1674654084","7.18","-2.52","9.66","0.37"
"1674654085","7.18","-2.44","9.72","0.41"
"1674654086","7.11","-2.42","9.69","0.29"
"1674654087","7.22","-2.24","9.77","0.18"
"1674654088","7.24","-2.35","9.45","0.20"
"1674654089","7.18","-2.27","9.43","0.35"
"1674654090","7.02","-2.54","9.88","0.30"
"1674654091","7.23","-2.61","9.61","0.26"
"1674654092","7.24","-2.44","9.56","0.23"
"1674654093","7.24","-2.48","9.45","0.33"
"1674654094","7.14","-2.21","9.70","0.23"
"1674654095","7.22","-2.32","9.43","0.38"
"1674654096","7.10","-2.30","9.63","0.30"
"1674654097","7.28","-2.38","9.70","0.24"
"1674654098","7.30","-2.09","9.53","0.29"
"1674654099","7.32","-2.13","9.58","0.30"
"1674654100","7.30","-2.15","9.44","0.42"
"1674654101","7.22","-2.29","9.71","0.30"
"1674654102","7.32","-2.40","9.52","0.29"
"1674654103","7.22","-2.23","9.72","0.29"
"1674654104","7.22","-2.21","9.68","0.27"
"1674654105","7.15","-2.46","9.62","0.34"
"1674654106","7.27","-2.47","9.56","0.29"
"1674654107","7.30","-2.52","9.62","0.35"
"1674654108","7.15","-2.52","9.64","0.29"
"1674654109","7.15","-2.47","9.69","0.26"
"1674654110","7.24","-2.47","9.37","0.40"
"1674654111","7.11","-2.39","9.72","0.33"
"1674654112","7.07","-2.40","9.84","0.29"
"1674654113","7.22","-2.38","9.55","0.24"
"1674654114","7.23","-2.47","9.63","0.40"
"1674654115","7.13","-2.34","9.58","0.35"
"1674654116","7.24","-2.31","9.65","0.29"
"1674654117","7.28","-2.57","9.52","0.39"
"1674654118","7.25","-2.38","9.68","0.31"
"1674654119","7.20","-2.52","9.65","0.37"
"1674654120","7.20","-2.36","9.57","0.30"
"1674654121","7.22","-2.53","9.50","0.39"
"1674654122","7.13","-2.52","9.67","0.33"
"1674654123","7.15","-2.64","9.73","0.22"
"1674654124","7.24","-2.61","9.56","0.34"
"1674654125","7.19","-2.55","9.57","0.41"
"1674654126","7.14","-2.53","9.88","0.34"
"1674654127","7.24","-2.52","9.63","0.22"
"1674654128","7.36","-2.58","9.44","0.31"
"1674654129","7.31","-2.66","9.63","0.36"
"1674654130","7.23","-2.46","9.74","0.29"
"1674654131","7.36","-2.57","9.69","0.33"
"1674654132","7.33","-2.73","9.70","0.24"
"1674654133","7.34","-2.62","9.45","0.34"
"1674654134","7.18","-2.45","9.73","0.28"
"1674654135","7.32","-2.36","9.53","0.33"
"1674654136","7.31","-2.48","9.59","0.44"
"1674654137","7.22","-2.50","9.67","0.31"
"1674654138","7.33","-2.73","9.53","0.28"
"1674654139","7.28","-2.53","9.57","0.31"
"1674654140","7.15","-2.53","9.68","0.39"
"1674654141","7.17","-2.47","9.66","0.30"
"1674654142","7.16","-2.57","9.52","0.42"
"1674654143","7.08","-2.35","9.73","0.25"
"1674654144","7.19","-2.38","9.45","0.25"
"1674654145","7.24","-2.31","9.54","0.34"
"1674654146","7.13","-2.69","9.64","0.45"
"1674654147","7.07","-2.70","9.65","0.31"
"1674654148","7.24","-2.38","9.58","0.22"
"1674654149","7.18","-2.47","9.62","0.37"
"1674654150","7.12","-2.43","9.58","0.25"
"1674654151","7.16","-2.45","9.68","0.43"
"1674654152","7.24","-2.65","9.54","0.28"
"1674654153","7.22","-2.54","9.70","0.34"
"1674654154","7.18","-2.65","9.59","0.29"
"1674654155","7.28","-2.57","9.38","0.29"
"1674654156","7.21","-2.59","9.40","0.43"
"1674654157","7.15","-2.49","9.67","0.40"
"1674654158","7.11","-2.41","9.92","0.34"
"1674654159","7.16","-2.30","9.75","0.28"
"1674654160","7.31","-2.26","9.67","0.21"
"1674654161","7.31","-2.47","9.60","0.40"
"1674654162","7.12","-2.45","9.74","0.33"
"1674654163","7.36","-2.45","9.56","0.30"
"1674654164","7.35","-2.52","9.67","0.40"
"1674654165","7.32","-2.56","9.56","0.35"
"1674654166","7.22","-2.23","9.71","0.35"
